사업장명,인허가일자,상세영업상태명,소재지전화,도로명주소,지번주소,위도,경도,업태구분명,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용명,데이터기준일자
우리가족 이사랑 치과의원,2016-04-14,영업중,063-271-2080,"전라북도 전주시 덕진구 세병로 178-6, 2층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1299-8,35.8791361,127.1333352,치과의원,치과의원,1,0,0,119,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과+통합치의학과,2022-06-30
우리가족치과의원,2019-07-02,영업중,063-245-2842,"전라북도 전주시 덕진구 호성1길 7, 3층 (우아동3가)",전라북도 전주시 덕진구 우아동3가 594-19,35.85567284,127.1552858,치과의원,치과의원,2,0,0,204.32,구강악안면외과+치과보철과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과,2022-06-30
우리들정형외과의원,2022-02-28,영업중,063-711-1300,"전라북도 전주시 덕진구 백제대로 625, 우리들정형외과의원 (금암동)",전라북도 전주시 덕진구 금암동 1547-18,35.84249863,127.1376195,의원,의원,3,17,29,1289.56,내과+정형외과+신경외과+피부과,2022-06-30
우리들항외과의원,2003-03-10,영업중,063-225-0770,전라북도 전주시 완산구 용리로 57 (효자동1가),전라북도 전주시 완산구 효자동1가 669-12,35.79881692,127.1158963,의원,의원,2,5,13,706.43,내과+외과+피부과+비뇨의학과,2022-06-30
우리마디의원,2019-03-14,영업중,063-717-8866,"전라북도 전주시 완산구 백제대로 120, 2~3층 및 백제대로 111 4층 (효자동1가)",전라북도 전주시 완산구 효자동1가 222-2,35.80387688,127.1246333,의원,의원,5,5,19,1105.73,내과+신경과+정신건강의학과+정형외과+신경외과+마취통증의학과+소아청소년과+이비인후과+피부과+영상의학과+병리과+진단검사의학과+재활의학과+가정의학과,2022-06-30
우리미소치과의원,2012-05-15,영업중,063-285-2875,"전라북도 전주시 완산구 모악로 4746, 201호 (평화동1가)",전라북도 전주시 완산구 평화동1가 736-3,35.7929159,127.1323047,치과의원,치과의원,3,0,0,433.21,치과,2022-06-30
우리사랑 치과의원,1995-12-22,영업중,063-277-7464,전라북도 전주시 완산구 홍산로 250 (효자동3가),전라북도 전주시 완산구 효자동3가 1531-4,35.81603724,127.1064466,치과의원,치과의원,2,0,0,69.8,예방치과,2022-06-30
우리소아청소년과의원,2015-01-19,영업중,063-226-7587,"전라북도 전주시 덕진구 오공로 47, 2층 (중동)",전라북도 전주시 덕진구 중동 778-2,35.83636335,127.0608582,의원,의원,1,0,0,152.05,내과+소아청소년과+이비인후과+피부과+가정의학과,2022-06-30
우리의원,2016-02-01,영업중,063-253-1100,"전라북도 전주시 덕진구 송천중앙로 226, 2~3층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 486,35.86722282,127.1219601,의원,의원,1,6,24,601.29,내과+정형외과+신경외과,2022-06-30
우리정신건강의학과의원,2014-03-03,영업중,063-274-7142,"전라북도 전주시 덕진구 안덕원로 159, 2층 (인후동2가)",전라북도 전주시 덕진구 인후동2가 236-8,35.83359583,127.1452822,의원,의원,1,0,0,166,내과+신경과+정신건강의학과+안과+피부과+가정의학과,2022-06-30
우리치과의원,1995-09-25,영업중,063-274-9664,"전라북도 전주시 완산구 당산로 34-2, 1동 202호 (서신동, 비사벌아파트상가)",전라북도 전주시 완산구 서신동 762-1,35.8319478,127.1120062,치과의원,치과의원,1,0,0,133.35,예방치과,2022-06-30
우리항맥외과의원,2008-07-15,영업중,063-232-8800,전라북도 전주시 완산구 유연로 260 (중화산동2가),전라북도 전주시 완산구 중화산동2가 743-1,35.82517452,127.1139835,의원,의원,1,9,16,718.55,내과+외과+피부과+비뇨의학과,2022-06-30
우정치과의원,1995-10-02,영업중,063-232-2999,전라북도 전주시 완산구 팔달로 22 (서서학동),전라북도 전주시 완산구 서서학동 155,35.80458066,127.1493319,치과의원,치과의원,1,0,0,153,예방치과,2022-06-30
우주마취통증의학과의원,2016-11-09,영업중,063-237-2266,"전라북도 전주시 완산구 쑥고개로 338, 비전타워 6층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1358,35.80256973,127.1022809,의원,의원,3,0,0,251.8,내과+정형외과+마취통증의학과,2022-06-30
우주영상의학과의원,2006-04-17,영업중,063-226-0096,"전라북도 전주시 완산구 백제대로 140, 404호 (효자동1가)",전라북도 전주시 완산구 효자동1가 173-8,35.80543226,127.1238722,의원,의원,2,0,0,302,영상의학과,2022-06-30
우주한의원,1998-01-10,영업중,063-272-2227,"전라북도 전주시 완산구 여울로 19, 코뎀 3층 우주한의원 (서신동)",전라북도 전주시 완산구 서신동 968-6,35.8351907,127.1212156,한의원,한의원,1,0,0,199.46,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
원광한의원,1992-12-24,영업중,063-231-2042,전라북도 전주시 완산구 현무3길 10-2 (경원동3가),전라북도 전주시 완산구 경원동3가 92-3,35.82031312,127.1516676,한의원,한의원,2,0,0,71.02,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
원이비인후과의원,2003-04-18,영업중,063-253-8275,전라북도 전주시 덕진구 송천중앙로 161 (송천동1가),전라북도 전주시 덕진구 송천동1가 486-56,35.86137011,127.1211266,의원,의원,1,0,0,0,이비인후과,2022-06-30
원치과의원,2005-12-02,영업중,063-903-2275,"전라북도 전주시 덕진구 호성로 132, 201,202호 (호성동1가, 진흥더블파크1단지)",전라북도 전주시 덕진구 호성동1가 829-4,35.86221293,127.1496314,치과의원,치과의원,1,0,0,135.6,예방치과,2022-06-30
위담한의원,2016-02-29,영업중,063-221-1119,"전라북도 전주시 완산구 효자로 178, 3층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1228-7,35.81873033,127.1047736,한의원,한의원,1,0,0,207.36,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
위대한내과의원,2012-01-03,영업중,063-241-5300,"전라북도 전주시 덕진구 석소로 32, 2층 (우아동2가)",전라북도 전주시 덕진구 우아동2가 903-2,35.8300856,127.1691275,의원,의원,1,0,0,154.3,내과+소아청소년과+이비인후과+피부과,2022-06-30
위드치과의원,2013-07-11,영업중,063-247-7528,"전라북도 전주시 덕진구 안덕원로 257, 2층 (인후동1가)",전라북도 전주시 덕진구 인후동1가 768-8,35.83691859,127.1551551,치과의원,치과의원,1,0,0,143.17,치과,2022-06-30
위사랑연합내과의원,2010-03-03,영업중,063-283-6300,"전라북도 전주시 완산구 유연로 158, 2층 및 3층 일부호 (효자동3가)",전라북도 전주시 완산구 효자동3가 1627-4,35.82493383,127.1029819,의원,의원,5,0,0,518.77,내과+소아청소년과+이비인후과+피부과,2022-06-30
위편한내과의원,2014-03-24,영업중,063-282-7897,"전라북도 전주시 완산구 서원로 325, 2층 (중화산동1가)",전라북도 전주시 완산구 중화산동1가 253-2,35.81244142,127.1298821,의원,의원,1,0,0,259.54,내과+외과+소아청소년과+이비인후과+피부과,2022-06-30
유관희내과의원,1991-03-11,영업중,063-227-5209,전라북도 전주시 완산구 모악로 4768 (평화동1가),전라북도 전주시 완산구 평화동1가 731-10,35.79479427,127.1327556,의원,의원,1,0,0,0,내과,2022-06-30
유동근신경외과의원,2021-03-16,영업중,063-277-7572,"전라북도 전주시 완산구 온고을로 62, 3층 (서신동)",전라북도 전주시 완산구 서신동 965-1,35.83423622,127.1161487,의원,의원,1,0,0,295,내과+정형외과+신경외과,2022-06-30
유디전주효자치과의원,2015-03-18,영업중,063-237-4114,전라북도 전주시 완산구 홍산남로 11-8 (효자동2가),전라북도 전주시 완산구 효자동2가 1238-1,35.81603957,127.1032598,치과의원,치과의원,1,0,0,516.17,소아치과+치과보철과+치과보존과,2022-06-30
유디치과의원,2006-08-07,영업중,063-254-2882,전라북도 전주시 완산구 백제대로 428 (서신동),전라북도 전주시 완산구 서신동 773,35.83140029,127.1231495,치과의원,치과의원,2,0,0,296.81,예방치과,2022-06-30
유라인외과의원,2015-11-02,영업중,063-228-8010,"전라북도 전주시 완산구 세내로 285, 3층 301호 (효자동3가, 샘물아동병원)",전라북도 전주시 완산구 효자동3가 1542-1,35.81554866,127.1114225,의원,의원,4,4,5,360.87,내과+외과+정형외과+피부과,2022-06-30
유비내과의원,2010-12-08,영업중,063-226-2700,"전라북도 전주시 완산구 호암로 85, 2층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1318-4,35.80857706,127.1038567,의원,의원,1,0,0,294.9,내과+소아청소년과+이비인후과+피부과,2022-06-30
유사랑외과의원,2003-07-10,영업중,063-253-6075,전라북도 전주시 완산구 당산로 120 (서신동),전라북도 전주시 완산구 서신동 177-2,35.8319164,127.1214236,의원,의원,1,1,2,0,외과,2022-06-30
유상은정신건강의학과의원,1994-06-25,영업중,063-273-0013,전라북도 전주시 덕진구 안덕원로 152 (인후동2가),전라북도 전주시 덕진구 인후동2가 259-6,35.83256241,127.145235,의원,의원,1,0,0,0,내과+신경과+정신건강의학과,2022-06-30
유심근한의원,2006-12-21,영업중,063-274-1075,"전라북도 전주시 완산구 용머리로 25 (효자동1가, 서울내과)",전라북도 전주시 완산구 효자동1가 431-6,35.80613994,127.1131623,한의원,한의원,1,0,0,228,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
유앤유외과의원,2013-12-30,영업중,063-251-7633,전라북도 전주시 완산구 온고을로 26 (서신동),전라북도 전주시 완산구 서신동 970-2,35.8342007,127.1201013,의원,의원,1,2,4,178.19,내과+외과+소아청소년과,2022-06-30
유앤장외과의원,2009-10-26,영업중,063-223-9090,"전라북도 전주시 완산구 홍산로 250, 502호 (효자동3가)",전라북도 전주시 완산구 효자동3가 1531-4,35.81603724,127.1064466,의원,의원,1,0,0,277.2,내과+외과,2022-06-30
윤마취통증의학과의원,2000-11-07,영업중,063-254-3003,전라북도 전주시 덕진구 안덕원로 146 (진북동),전라북도 전주시 덕진구 진북동 325-1,35.83213539,127.1445666,의원,의원,1,0,0,165.27,마취통증의학과,2022-06-30
윤선생의원,2015-03-19,영업중,063-246-8275,전라북도 전주시 덕진구 건산로 227 (인후동1가),전라북도 전주시 덕진구 인후동1가 803-3,35.83433554,127.1621576,의원,의원,1,7,28,465.68,내과+정형외과+마취통증의학과+소아청소년과+재활의학과+가정의학과,2022-06-30
윤성균내과의원,1997-04-22,영업중,063-272-9994,"전라북도 전주시 덕진구 송천중앙로 173, 2층 (송천동1가)",전라북도 전주시 덕진구 송천동1가 486-34,35.86238658,127.1212732,의원,의원,1,0,0,127.9,내과,2022-06-30
윤인영치과의원,1990-03-30,영업중,063-212-3568,전라북도 전주시 덕진구 기린대로 696 (팔복동1가),전라북도 전주시 덕진구 팔복동1가 139-26,35.85360637,127.1057262,치과의원,치과의원,1,0,0,102,예방치과,2022-06-30
윤정흠정신건강의학과의원,2017-04-17,영업중,063-276-1100,전라북도 전주시 완산구 온고을로 62 (서신동),전라북도 전주시 완산구 서신동 965-1,35.83423622,127.1161487,의원,의원,1,0,0,95.64,정신건강의학과,2022-06-30
윤희식한의원,2004-04-21,영업중,063-272-7031,전라북도 전주시 덕진구 벚꽃로 54 (진북동),전라북도 전주시 덕진구 진북동 417-62,35.82899383,127.1354749,한의원,한의원,1,0,0,128.82,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
융치과의원,2015-11-19,영업중,063-282-7528,"전라북도 전주시 완산구 팔달로 262-6 (서노송동, 세이브존)",전라북도 전주시 완산구 서노송동 686-21,35.82556307,127.1446993,치과의원,치과의원,1,0,0,224.98,치과,2022-06-30
으뜸안과의원,2015-04-16,영업중,063-247-2277,"전라북도 전주시 덕진구 백제대로 686, 4층 (인후동2가)",전라북도 전주시 덕진구 인후동2가 1529-26,35.84371812,127.1443847,의원,의원,5,2,5,473,안과,2022-06-30
은산부인과의원,2016-05-04,영업중,063-252-1280,"전라북도 전주시 덕진구 솔내로 148, 4층 가402호 (송천동1가)",전라북도 전주시 덕진구 송천동1가 107-179,35.86333293,127.1273385,의원,의원,1,0,0,133.1,산부인과,2022-06-30
은성흉부외과의원,2016-03-29,영업중,063-252-3543,"전라북도 전주시 덕진구 안덕원로 190 (인후동2가, 은성병원)",전라북도 전주시 덕진구 인후동2가 228-16,35.83473984,127.1480543,의원,의원,2,7,29,833.08,내과+흉부외과,2022-06-30
은소아청소년과의원,1999-03-17,영업중,063-252-2225,"전라북도 전주시 덕진구 솔내로 190, 2층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 282-3,35.86702497,127.1274585,의원,의원,1,0,0,262.11,소아청소년과+이비인후과+피부과,2022-06-30
은이비인후과의원,2002-06-26,영업중,063-253-7582,"전라북도 전주시 덕진구 안덕원로 148, 2층 (인후동2가)",전라북도 전주시 덕진구 인후동2가 261-2,35.83241394,127.1449627,의원,의원,1,0,0,158.67,이비인후과,2022-06-30
은정형외과의원,2021-03-04,영업중,063-277-1118,"전라북도 전주시 완산구 모악로 4750, 3층 (평화동1가)",전라북도 전주시 완산구 평화동1가 736-1,35.79328698,127.1324406,의원,의원,1,0,0,320.7,정형외과,2022-06-30
은치과의원,2001-01-09,영업중,063-226-7528,전라북도 전주시 완산구 거마평로 33 (삼천동1가),전라북도 전주시 완산구 삼천동1가 289-5,35.79540148,127.1166518,치과의원,치과의원,1,0,0,83,예방치과,2022-06-30
